1468858963,1,856
1468857163,1,854
1468856875,1,850
1468855074,1,848
1468853274,1,847
1468851474,1,845
1468849674,1,845
1468847874,1,845
1468846074,1,841
1468844274,1,841
1468842474,1,838
1468840675,1,839
1468838875,1,833
1468837074,1,834
1468835274,1,832
1468833475,1,832
1468831675,1,829
1468829875,1,827
1468828075,1,827
1468826275,1,825
1468824474,1,823
1468822674,1,821
1468820874,1,821
1468819074,1,815
1468817274,1,813
1468815474,1,807
1468813674,1,799
1468811874,1,788
1468810074,1,750
1468808275,1,939
1468806474,1,937
